Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
O43570	reviewed	Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII) (Tumor antigen HOM-RCC-3.1.3)	CA12	CA12		Homo sapiens (Human)	9606	354
P00918	reviewed	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II)	CA2	CA2		Homo sapiens (Human)	9606	260
P22748	reviewed	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	CA4	CA4		Homo sapiens (Human)	9606	312
P35218	reviewed	Carbonic anhydrase 5A, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VA) (Carbonic anhydrase VA) (CA-VA)	CA5A CA5	CA5A	CA5	Homo sapiens (Human)	9606	305
P35219	reviewed	Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII)	CA8 CALS	CA8	CALS	Homo sapiens (Human)	9606	290
Q9NPB3	reviewed	Calcium-binding protein 2 (CaBP2)	CABP2	CABP2		Homo sapiens (Human)	9606	220
P57796	reviewed	Calcium-binding protein 4 (CaBP4)	CABP4	CABP4		Homo sapiens (Human)	9606	275
O00555	reviewed	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)	CACNA1A CACH4 CACN3 CACNL1A4	CACNA1A	CACH4 CACN3 CACNL1A4	Homo sapiens (Human)	9606	2506
Q00975	reviewed	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)	CACNA1B CACH5 CACNL1A5	CACNA1B	CACH5 CACNL1A5	Homo sapiens (Human)	9606	2339
Q13936	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)	CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1	CACNA1C	CACH2 CACN2 CACNL1A1 CCHL1A1	Homo sapiens (Human)	9606	2221
Q01668	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)	CACNA1D CACH3 CACN4 CACNL1A2 CCHL1A2	CACNA1D	CACH3 CACN4 CACNL1A2 CCHL1A2	Homo sapiens (Human)	9606	2161
O60840	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)	CACNA1F CACNAF1	CACNA1F	CACNAF1	Homo sapiens (Human)	9606	1977
O43497	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1G (Cav3.1c) (NBR13) (Voltage-gated calcium channel subunit alpha Cav3.1)	CACNA1G KIAA1123	CACNA1G	KIAA1123	Homo sapiens (Human)	9606	2377
O95180	reviewed	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)	CACNA1H	CACNA1H		Homo sapiens (Human)	9606	2353
Q13698	reviewed	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)	CACNA1S CACH1 CACN1 CACNL1A3	CACNA1S	CACH1 CACN1 CACNL1A3	Homo sapiens (Human)	9606	1873
Q7Z3S7	reviewed	Voltage-dependent calcium channel subunit alpha-2/delta-4 (Voltage-gated calcium channel subunit alpha-2/delta-4) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-4; Voltage-dependent calcium channel subunit delta-4]	CACNA2D4	CACNA2D4		Homo sapiens (Human)	9606	1137
Q08289	reviewed	Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB)	CACNB2 CACNLB2 MYSB	CACNB2	CACNLB2 MYSB	Homo sapiens (Human)	9606	660
O00305	reviewed	Voltage-dependent L-type calcium channel subunit beta-4 (CAB4) (Calcium channel voltage-dependent subunit beta 4)	CACNB4 CACNLB4	CACNB4	CACNLB4	Homo sapiens (Human)	9606	520
Q9Y698	reviewed	Voltage-dependent calcium channel gamma-2 subunit (Neuronal voltage-gated calcium channel gamma-2 subunit) (Transmembrane AMPAR regulatory protein gamma-2) (TARP gamma-2)	CACNG2	CACNG2		Homo sapiens (Human)	9606	323
O76075	reviewed	DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)	DFFB CAD DFF2 DFF40	DFFB	CAD DFF2 DFF40	Homo sapiens (Human)	9606	338
P27708	reviewed	CAD protein [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2); Dihydroorotase (EC 3.5.2.3)]	CAD	CAD		Homo sapiens (Human)	9606	2225
Q05682	reviewed	Caldesmon (CDM)	CALD1 CAD CDM	CALD1	CAD CDM	Homo sapiens (Human)	9606	793
Q96L12	reviewed	Calreticulin-3 (Calreticulin-2) (Calsperin)	CALR3 CRT2	CALR3	CRT2	Homo sapiens (Human)	9606	384
Q9Y6Y1	reviewed	Calmodulin-binding transcription activator 1	CAMTA1 KIAA0833 MSTP023	CAMTA1	KIAA0833	Homo sapiens (Human)	9606	1673
Q8WVQ1	reviewed	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	CANT1 SHAPY	CANT1	SHAPY	Homo sapiens (Human)	9606	401
P07384	reviewed	Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP)	CAPN1 CANPL1 PIG30	CAPN1	CANPL1	Homo sapiens (Human)	9606	714
Q9HC96	reviewed	Calpain-10 (EC 3.4.22.-) (Calcium-activated neutral proteinase 10) (CANP 10)	CAPN10 KIAA1845	CAPN10	KIAA1845	Homo sapiens (Human)	9606	672
P20807	reviewed	Calpain-3 (EC 3.4.22.54) (Calcium-activated neutral proteinase 3) (CANP 3) (Calpain L3) (Calpain p94) (Muscle-specific calcium-activated neutral protease 3) (New calpain 1) (nCL-1)	CAPN3 CANP3 CANPL3 NCL1	CAPN3	CANP3 CANPL3 NCL1	Homo sapiens (Human)	9606	821
O15484	reviewed	Calpain-5 (EC 3.4.22.-) (Calpain htra-3) (New calpain 3) (nCL-3)	CAPN5 NCL3	CAPN5	NCL3	Homo sapiens (Human)	9606	640
Q9BXL7	reviewed	Caspase recruitment domain-containing protein 11 (CARD-containing MAGUK protein 1) (Carma 1)	CARD11 CARMA1	CARD11	CARMA1	Homo sapiens (Human)	9606	1154
Q9BXL6	reviewed	Caspase recruitment domain-containing protein 14 (CARD-containing MAGUK protein 2) (Carma 2)	CARD14 CARMA2	CARD14	CARMA2	Homo sapiens (Human)	9606	1004
Q9H257	reviewed	Caspase recruitment domain-containing protein 9 (hCARD9)	CARD9	CARD9		Homo sapiens (Human)	9606	536
P49589	reviewed	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	CARS	CARS		Homo sapiens (Human)	9606	748
Q9HA77	reviewed	Probable cysteine--tRNA ligase, mitochondrial (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	CARS2 OK/SW-cl.10	CARS2		Homo sapiens (Human)	9606	564
O14936	reviewed	Peripheral plasma membrane protein CASK (hCASK) (EC 2.7.11.1) (Calcium/calmodulin-dependent serine protein kinase) (Protein lin-2 homolog)	CASK LIN2	CASK	LIN2	Homo sapiens (Human)	9606	926
P07498	reviewed	Kappa-casein	CSN3 CASK CSN10 CSNK	CSN3	CASK CSN10 CSNK	Homo sapiens (Human)	9606	182
Q92851	reviewed	Caspase-10 (CASP-10) (EC 3.4.22.63) (Apoptotic protease Mch-4) (FAS-associated death domain protein interleukin-1B-converting enzyme 2) (FLICE2) (ICE-like apoptotic protease 4) [Cleaved into: Caspase-10 subunit p23/17; Caspase-10 subunit p12]	CASP10 MCH4	CASP10	MCH4	Homo sapiens (Human)	9606	521
P31944	reviewed	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	CASP14	CASP14		Homo sapiens (Human)	9606	242
Q14790	reviewed	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	CASP8	MCH5	Homo sapiens (Human)	9606	479
P31415	reviewed	Calsequestrin-1 (Calmitine) (Calsequestrin, skeletal muscle isoform)	CASQ1 CASQ	CASQ1	CASQ	Homo sapiens (Human)	9606	396
O14958	reviewed	Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)	CASQ2	CASQ2		Homo sapiens (Human)	9606	399
P41180	reviewed	Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1)	CASR GPRC2A PCAR1	CASR	GPRC2A PCAR1	Homo sapiens (Human)	9606	1078
O15446	reviewed	DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)	CD3EAP ASE1 CAST PAF49	CD3EAP	ASE1 CAST PAF49	Homo sapiens (Human)	9606	510
P20810	reviewed	Calpastatin (Calpain inhibitor) (Sperm BS-17 component)	CAST	CAST		Homo sapiens (Human)	9606	708
P04040	reviewed	Catalase (EC 1.11.1.6)	CAT	CAT		Homo sapiens (Human)	9606	527
Q6IB77	reviewed	Glycine N-acyltransferase (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase) (AAc) (Aralkyl acyl-CoA N-acyltransferase) (Aralkyl acyl-CoA:amino acid N-acyltransferase) (Benzoyl-coenzyme A:glycine N-acyltransferase) (Glycine N-benzoyltransferase) (EC 2.3.1.71) (HRP-1(CLP))	GLYAT ACGNAT CAT GAT	GLYAT	ACGNAT CAT GAT	Homo sapiens (Human)	9606	296
Q8NEC5	reviewed	Cation channel sperm-associated protein 1 (CatSper1) (hCatSper)	CATSPER1	CATSPER1		Homo sapiens (Human)	9606	780
Q96P56	reviewed	Cation channel sperm-associated protein 2 (CatSper2)	CATSPER2	CATSPER2		Homo sapiens (Human)	9606	530
Q03135	reviewed	Caveolin-1	CAV1 CAV	CAV1	CAV	Homo sapiens (Human)	9606	178
P56539	reviewed	Caveolin-3 (M-caveolin)	CAV3	CAV3		Homo sapiens (Human)	9606	151
O43439	reviewed	Protein CBFA2T2 (ETO homologous on chromosome 20) (MTG8-like protein) (MTG8-related protein 1) (Myeloid translocation-related protein 1) (p85)	CBFA2T2 EHT MTGR1	CBFA2T2	EHT MTGR1	Homo sapiens (Human)	9606	604
O75081	reviewed	Protein CBFA2T3 (MTG8-related protein 2) (Myeloid translocation gene on chromosome 16 protein) (hMTG16) (Zinc finger MYND domain-containing protein 4)	CBFA2T3 MTG16 MTGR2 ZMYND4	CBFA2T3	MTG16 MTGR2 ZMYND4	Homo sapiens (Human)	9606	653
Q13951	reviewed	Core-binding factor subunit beta (CBF-beta) (Polyomavirus enhancer-binding protein 2 beta subunit) (PEA2-beta) (PEBP2-beta) (SL3-3 enhancer factor 1 subunit beta) (SL3/AKV core-binding factor beta subunit)	CBFB	CBFB		Homo sapiens (Human)	9606	182
P22681	reviewed	E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING finger protein 55) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL)	CBL CBL2 RNF55	CBL	CBL2 RNF55	Homo sapiens (Human)	9606	906
P35520	reviewed	Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase)	CBS	CBS		Homo sapiens (Human)	9606	551
Q14781	reviewed	Chromobox protein homolog 2	CBX2	CBX2		Homo sapiens (Human)	9606	532
Q6P1N0	reviewed	Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N)	CC2D1A AKI1	CC2D1A	AKI1	Homo sapiens (Human)	9606	951
Q9P2K1	reviewed	Coiled-coil and C2 domain-containing protein 2A	CC2D2A KIAA1345	CC2D2A	KIAA1345	Homo sapiens (Human)	9606	1620
Q6UXH8	reviewed	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein homolog)	CCBE1 KIAA1983 UNQ1921/PRO4395	CCBE1	KIAA1983	Homo sapiens (Human)	9606	406
Q8IW40	reviewed	Coiled-coil domain-containing protein 103	CCDC103	CCDC103		Homo sapiens (Human)	9606	242
Q96M63	reviewed	Coiled-coil domain-containing protein 114	CCDC114	CCDC114		Homo sapiens (Human)	9606	670
Q96NT0	reviewed	Coiled-coil domain-containing protein 115	CCDC115	CCDC115		Homo sapiens (Human)	9606	180
A5D8V7	reviewed	Coiled-coil domain-containing protein 151	CCDC151	CCDC151		Homo sapiens (Human)	9606	595
Q6PII3	reviewed	Coiled-coil domain-containing protein 174	CCDC174 C3orf19	CCDC174	C3orf19	Homo sapiens (Human)	9606	467
O60826	reviewed	Coiled-coil domain-containing protein 22	CCDC22 CXorf37 JM1	CCDC22	CXorf37	Homo sapiens (Human)	9606	627
Q8IWP9	reviewed	Coiled-coil domain-containing protein 28A (CCRL1AP)	CCDC28A C6orf80	CCDC28A	C6orf80	Homo sapiens (Human)	9606	274
Q9BUN5	reviewed	Coiled-coil domain-containing protein 28B	CCDC28B	CCDC28B		Homo sapiens (Human)	9606	200
Q96HJ3	reviewed	Coiled-coil domain-containing protein 34 (Renal carcinoma antigen NY-REN-41)	CCDC34 RAMA3 L15	CCDC34	RAMA3	Homo sapiens (Human)	9606	373
Q9UFE4	reviewed	Coiled-coil domain-containing protein 39	CCDC39	CCDC39		Homo sapiens (Human)	9606	941
Q4G0X9	reviewed	Coiled-coil domain-containing protein 40	CCDC40 KIAA1640	CCDC40	KIAA1640	Homo sapiens (Human)	9606	1142
Q8IVM0	reviewed	Coiled-coil domain-containing protein 50 (Protein Ymer)	CCDC50 C3orf6	CCDC50	C3orf6	Homo sapiens (Human)	9606	306
Q16204	reviewed	Coiled-coil domain-containing protein 6 (Papillary thyroid carcinoma-encoded protein) (Protein H4)	CCDC6 D10S170 TST1	CCDC6	D10S170 TST1	Homo sapiens (Human)	9606	474
Q8IXS2	reviewed	Dynein regulatory complex subunit 2 (Coiled-coil domain-containing protein 65) (Testis development protein NYD-SP28)	CCDC65 DRC2	CCDC65	DRC2	Homo sapiens (Human)	9606	484
A2IDD5	reviewed	Coiled-coil domain-containing protein 78 (hsCCDC78)	CCDC78 C16orf25 JFP10	CCDC78	C16orf25	Homo sapiens (Human)	9606	438
Q9H0W5	reviewed	Coiled-coil domain-containing protein 8	CCDC8	CCDC8		Homo sapiens (Human)	9606	538
Q3V6T2	reviewed	Girdin (Akt phosphorylation enhancer) (APE) (Coiled-coil domain-containing protein 88A) (G alpha-interacting vesicle-associated protein) (GIV) (Girders of actin filament) (Hook-related protein 1) (HkRP1)	CCDC88A APE GRDN KIAA1212	CCDC88A	APE GRDN KIAA1212	Homo sapiens (Human)	9606	1871
Q9P219	reviewed	Protein Daple (Coiled-coil domain-containing protein 88C) (Dvl-associating protein with a high frequency of leucine residues) (hDaple) (Hook-related protein 2) (HkRP2)	CCDC88C DAPLE KIAA1509	CCDC88C	DAPLE KIAA1509	Homo sapiens (Human)	9606	2028
Q9BSQ5	reviewed	Cerebral cavernous malformations 2 protein (Malcavernin)	CCM2 C7orf22 PP10187	CCM2	C7orf22	Homo sapiens (Human)	9606	444
P24385	reviewed	G1/S-specific cyclin-D1 (B-cell lymphoma 1 protein) (BCL-1) (BCL-1 oncogene) (PRAD1 oncogene)	CCND1 BCL1 PRAD1	CCND1	BCL1 PRAD1	Homo sapiens (Human)	9606	295
P30279	reviewed	G1/S-specific cyclin-D2	CCND2	CCND2		Homo sapiens (Human)	9606	289
P22674	reviewed	Cyclin-O	CCNO	CCNO		Homo sapiens (Human)	9606	350
P51681	reviewed	C-C chemokine receptor type 5 (C-C CKR-5) (CC-CKR-5) (CCR-5) (CCR5) (CHEMR13) (HIV-1 fusion coreceptor) (CD antigen CD195)	CCR5 CMKBR5	CCR5	CMKBR5	Homo sapiens (Human)	9606	352
P48643	reviewed	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	CCT5 CCTE KIAA0098	CCT5	CCTE KIAA0098	Homo sapiens (Human)	9606	541
P48509	reviewed	CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)	CD151 TSPAN24	CD151	TSPAN24	Homo sapiens (Human)	9606	253
Q04900	reviewed	Sialomucin core protein 24 (MUC-24) (Endolyn) (Multi-glycosylated core protein 24) (MGC-24) (MGC-24v) (CD antigen CD164)	CD164	CD164		Homo sapiens (Human)	9606	197
P15391	reviewed	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	CD19	CD19		Homo sapiens (Human)	9606	556
Q9UJ71	reviewed	C-type lectin domain family 4 member K (Langerin) (CD antigen CD207)	CD207 CLEC4K	CD207	CLEC4K	Homo sapiens (Human)	9606	328
P20963	reviewed	T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247)	CD247 CD3Z T3Z TCRZ	CD247	CD3Z T3Z TCRZ	Homo sapiens (Human)	9606	164
P26842	reviewed	CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27)	CD27 TNFRSF7	CD27	TNFRSF7	Homo sapiens (Human)	9606	260
Q9Y5K6	reviewed	CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains)	CD2AP	CD2AP		Homo sapiens (Human)	9606	639
Q9NPF0	reviewed	CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320)	CD320 8D6A UNQ198/PRO224	CD320	8D6A	Homo sapiens (Human)	9606	282
P16671	reviewed	Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36)	CD36 GP3B GP4	CD36	GP3B GP4	Homo sapiens (Human)	9606	472
P04234	reviewed	T-cell surface glycoprotein CD3 delta chain (T-cell receptor T3 delta chain) (CD antigen CD3d)	CD3D T3D	CD3D	T3D	Homo sapiens (Human)	9606	171
P07766	reviewed	T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)	CD3E T3E	CD3E	T3E	Homo sapiens (Human)	9606	207
P09693	reviewed	T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g)	CD3G T3G	CD3G	T3G	Homo sapiens (Human)	9606	182
P25942	reviewed	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40)	CD40 TNFRSF5	CD40	TNFRSF5	Homo sapiens (Human)	9606	277
P29965	reviewed	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form]	CD40LG CD40L TNFSF5 TRAP	CD40LG	CD40L TNFSF5 TRAP	Homo sapiens (Human)	9606	261
P15529	reviewed	Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46)	CD46 MCP MIC10	CD46	MCP MIC10	Homo sapiens (Human)	9606	392
P13987	reviewed	CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59)	CD59 MIC11 MIN1 MIN2 MIN3 MSK21	CD59	MIC11 MIN1 MIN2 MIN3 MSK21	Homo sapiens (Human)	9606	128
P04233	reviewed	HLA class II histocompatibility antigen gamma chain (HLA-DR antigens-associated invariant chain) (Ia antigen-associated invariant chain) (Ii) (p33) (CD antigen CD74)	CD74 DHLAG	CD74	DHLAG	Homo sapiens (Human)	9606	296
P11912	reviewed	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB1	CD79A	IGA MB1	Homo sapiens (Human)	9606	226
P40259	reviewed	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)	CD79B B29 IGB	CD79B	B29 IGB	Homo sapiens (Human)	9606	229
P60033	reviewed	CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81)	CD81 TAPA1 TSPAN28	CD81	TAPA1 TSPAN28	Homo sapiens (Human)	9606	236
P01732	reviewed	T-cell surface glycoprotein CD8 alpha chain (T-lymphocyte differentiation antigen T8/Leu-2) (CD antigen CD8a)	CD8A MAL	CD8A	MAL	Homo sapiens (Human)	9606	235
P40200	reviewed	T-cell surface protein tactile (Cell surface antigen CD96) (T cell-activated increased late expression protein) (CD antigen CD96)	CD96	CD96		Homo sapiens (Human)	9606	585
Q8IWY9	reviewed	Codanin-1	CDAN1 UNQ664/PRO1295	CDAN1		Homo sapiens (Human)	9606	1227
Q9UNH5	reviewed	Dual specificity protein phosphatase CDC14A (EC 3.1.3.16) (EC 3.1.3.48) (CDC14 cell division cycle 14 homolog A)	CDC14A	CDC14A		Homo sapiens (Human)	9606	594
P60953	reviewed	Cell division control protein 42 homolog (G25K GTP-binding protein)	CDC42	CDC42		Homo sapiens (Human)	9606	191
Q99459	reviewed	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	CDC5L KIAA0432 PCDC5RP	CDC5L	KIAA0432 PCDC5RP	Homo sapiens (Human)	9606	802
Q99741	reviewed	Cell division control protein 6 homolog (CDC6-related protein) (Cdc18-related protein) (HsCdc18) (p62(cdc6)) (HsCDC6)	CDC6 CDC18L	CDC6	CDC18L	Homo sapiens (Human)	9606	560
Q6P1J9	reviewed	Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein)	CDC73 C1orf28 HRPT2	CDC73	C1orf28 HRPT2	Homo sapiens (Human)	9606	531
Q9BWT1	reviewed	Cell division cycle-associated protein 7 (Protein JPO1)	CDCA7 JPO1	CDCA7	JPO1	Homo sapiens (Human)	9606	371
P12830	reviewed	Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]	CDH1 CDHE UVO	CDH1	CDHE UVO	Homo sapiens (Human)	9606	882
Q9UM11	reviewed	Fizzy-related protein homolog (Fzr) (CDC20-like protein 1) (Cdh1/Hct1 homolog) (hCDH1)	FZR1 CDH1 FYR FZR KIAA1242	FZR1	CDH1 FYR FZR KIAA1242	Homo sapiens (Human)	9606	496
P55287	reviewed	Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin)	CDH11	CDH11		Homo sapiens (Human)	9606	796
Q9H251	reviewed	Cadherin-23 (Otocadherin)	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	CDH23	KIAA1774 KIAA1812	Homo sapiens (Human)	9606	3354
P22223	reviewed	Cadherin-3 (Placental cadherin) (P-cadherin)	CDH3 CDHP	CDH3	CDHP	Homo sapiens (Human)	9606	829
P55291	reviewed	Cadherin-15 (Cadherin-14) (Muscle cadherin) (M-cadherin)	CDH15 CDH14 CDH3	CDH15	CDH14 CDH3	Homo sapiens (Human)	9606	814
Q96JP9	reviewed	Cadherin-related family member 1 (Photoreceptor cadherin) (prCAD) (Protocadherin-21)	CDHR1 KIAA1775 PCDH21 PRCAD	CDHR1	KIAA1775 PCDH21 PRCAD	Homo sapiens (Human)	9606	859
Q6ZTQ4	reviewed	Cadherin-related family member 3 (Cadherin-like protein 28)	CDHR3 CDH28	CDHR3	CDH28	Homo sapiens (Human)	9606	885
Q9NYV4	reviewed	Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)	CDK12 CRK7 CRKRS KIAA0904	CDK12	CRK7 CRKRS KIAA0904	Homo sapiens (Human)	9606	1490
P11802	reviewed	Cyclin-dependent kinase 4 (EC 2.7.11.22) (Cell division protein kinase 4) (PSK-J3)	CDK4	CDK4		Homo sapiens (Human)	9606	303
Q00535	reviewed	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	CDK5 CDKN5	CDK5	CDKN5	Homo sapiens (Human)	9606	292
Q96SN8	reviewed	CDK5 regulatory subunit-associated protein 2 (CDK5 activator-binding protein C48) (Centrosome-associated protein 215)	CDK5RAP2 CEP215 KIAA1633	CDK5RAP2	CEP215 KIAA1633	Homo sapiens (Human)	9606	1893
Q00534	reviewed	Cyclin-dependent kinase 6 (EC 2.7.11.22) (Cell division protein kinase 6) (Serine/threonine-protein kinase PLSTIRE)	CDK6 CDKN6	CDK6	CDKN6	Homo sapiens (Human)	9606	326
P50750	reviewed	Cyclin-dependent kinase 9 (EC 2.7.11.22) (EC 2.7.11.23) (C-2K) (Cell division cycle 2-like protein kinase 4) (Cell division protein kinase 9) (Serine/threonine-protein kinase PITALRE) (Tat-associated kinase complex catalytic subunit)	CDK9 CDC2L4 TAK	CDK9	CDC2L4 TAK	Homo sapiens (Human)	9606	372
Q5VV42	reviewed	Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase)	CDKAL1	CDKAL1		Homo sapiens (Human)	9606	579
