Entry	Status	Protein names	Gene names	Gene names  (primary )	Gene names  (synonym )	Organism	Organism ID	Length
Q9Y5I7	reviewed	Claudin-16 (Paracellin-1) (PCLN-1)	CLDN16 PCLN1	CLDN16	PCLN1	Homo sapiens (Human)	9606	305
Q8N6F1	reviewed	Claudin-19	CLDN19	CLDN19		Homo sapiens (Human)	9606	224
O15551	reviewed	Claudin-3 (Clostridium perfringens enterotoxin receptor 2) (CPE-R 2) (CPE-receptor 2) (Rat ventral prostate.1 protein homolog) (hRVP1)	CLDN3 C7orf1 CPETR2	CLDN3	C7orf1 CPETR2	Homo sapiens (Human)	9606	220
O14493	reviewed	Claudin-4 (Clostridium perfringens enterotoxin receptor) (CPE-R) (CPE-receptor) (Williams-Beuren syndrome chromosomal region 8 protein)	CLDN4 CPER CPETR1 WBSCR8	CLDN4	CPER CPETR1 WBSCR8	Homo sapiens (Human)	9606	209
O15247	reviewed	Chloride intracellular channel protein 2 (XAP121)	CLIC2	CLIC2		Homo sapiens (Human)	9606	247
Q9NZA1	reviewed	Chloride intracellular channel protein 5	CLIC5	CLIC5		Homo sapiens (Human)	9606	410
O94992	reviewed	Protein HEXIM1 (Cardiac lineage protein 1) (Estrogen down-regulated gene 1 protein) (Hexamethylene bis-acetamide-inducible protein 1) (Menage a quatre protein 1)	HEXIM1 CLP1 EDG1 HIS1 MAQ1	HEXIM1	CLP1 EDG1 HIS1 MAQ1	Homo sapiens (Human)	9606	359
Q5KU26	reviewed	Collectin-12 (Collectin placenta protein 1) (CL-P1) (hCL-P1) (Nurse cell scavenger receptor 2) (Scavenger receptor class A member 4) (Scavenger receptor with C-type lectin)	COLEC12 CLP1 NSR2 SCARA4 SRCL	COLEC12	CLP1 NSR2 SCARA4 SRCL	Homo sapiens (Human)	9606	742
Q92989	reviewed	Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1)	CLP1 HEAB	CLP1	HEAB	Homo sapiens (Human)	9606	425
Q9H078	reviewed	Caseinolytic peptidase B protein homolog (EC 3.6.1.3) (Suppressor of potassium transport defect 3)	CLPB HSP78 SKD3	CLPB	HSP78 SKD3	Homo sapiens (Human)	9606	707
Q16740	reviewed	ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)	CLPP	CLPP		Homo sapiens (Human)	9606	277
P58418	reviewed	Clarin-1 (Usher syndrome type-3 protein)	CLRN1 USH3A	CLRN1	USH3A	Homo sapiens (Human)	9606	232
P29973	reviewed	cGMP-gated cation channel alpha-1 (Cyclic nucleotide-gated cation channel 1) (Cyclic nucleotide-gated channel alpha-1) (CNG channel alpha-1) (CNG-1) (CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated channel subunit alpha)	CNGA1 CNCG CNCG1	CNGA1	CNCG CNCG1	Homo sapiens (Human)	9606	690
Q16281	reviewed	Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)	CNGA3 CNCG3	CNGA3	CNCG3	Homo sapiens (Human)	9606	694
Q14028	reviewed	Cyclic nucleotide-gated cation channel beta-1 (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-1) (CNG channel beta-1) (Glutamic acid-rich protein) (GARP)	CNGB1 CNCG2 CNCG3L CNCG4 RCNC2	CNGB1	CNCG2 CNCG3L CNCG4 RCNC2	Homo sapiens (Human)	9606	1251
Q9NQW8	reviewed	Cyclic nucleotide-gated cation channel beta-3 (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-3) (CNG channel beta-3)	CNGB3	CNGB3		Homo sapiens (Human)	9606	809
Q6P4Q7	reviewed	Metal transporter CNNM4 (Ancient conserved domain-containing protein 4) (Cyclin-M4)	CNNM4 ACDP4 KIAA1592	CNNM4	ACDP4 KIAA1592	Homo sapiens (Human)	9606	775
Q02246	reviewed	Contactin-2 (Axonal glycoprotein TAG-1) (Axonin-1) (Transient axonal glycoprotein 1) (TAX-1)	CNTN2 AXT TAG1 TAX1	CNTN2	AXT TAG1 TAX1	Homo sapiens (Human)	9606	1040
Q13057	reviewed	Bifunctional coenzyme A synthase (CoA synthase) (NBP) (POV-2) [Includes: Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT); Dephospho-CoA kinase (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase) (DPCOAK)]	COASY PSEC0106	COASY		Homo sapiens (Human)	9606	564
O43405	reviewed	Cochlin (COCH-5B2)	COCH COCH5B2 UNQ257/PRO294	COCH	COCH5B2	Homo sapiens (Human)	9606	550
Q96H96	reviewed	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate decaprenyltransferase) (COQ2 homolog) (hCOQ2) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	COQ2 CL640	COQ2	CL640	Homo sapiens (Human)	9606	371
Q8NI60	reviewed	Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)	COQ8A ADCK3 CABC1 PP265	COQ8A	ADCK3 CABC1	Homo sapiens (Human)	9606	647
Q96D53	reviewed	Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)	COQ8B ADCK4	COQ8B	ADCK4	Homo sapiens (Human)	9606	544
Q9Y5Q5	reviewed	Atrial natriuretic peptide-converting enzyme (EC 3.4.21.-) (Corin) (Heart-specific serine proteinase ATC2) (Pro-ANP-converting enzyme) (Transmembrane protease serine 10) [Cleaved into: Atrial natriuretic peptide-converting enzyme, N-terminal propeptide; Atrial natriuretic peptide-converting enzyme, activated protease fragment; Atrial natriuretic peptide-converting enzyme, 180 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 160 kDa soluble fragment; Atrial natriuretic peptide-converting enzyme, 100 kDa soluble fragment]	CORIN CRN TMPRSS10	CORIN	CRN TMPRSS10	Homo sapiens (Human)	9606	1042
Q96KJ9	reviewed	Cytochrome c oxidase subunit 4 isoform 2, mitochondrial (Cytochrome c oxidase subunit IV isoform 2) (COX IV-2)	COX4I2 COX4L2	COX4I2	COX4L2	Homo sapiens (Human)	9606	171
P20674	reviewed	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	COX5A	COX5A		Homo sapiens (Human)	9606	150
P00450	reviewed	Ceruloplasmin (EC 1.16.3.1) (Ferroxidase)	CP	CP		Homo sapiens (Human)	9606	1065
Q8N4T0	reviewed	Carboxypeptidase A6 (EC 3.4.17.-)	CPA6 CPAH	CPA6	CPAH	Homo sapiens (Human)	9606	437
P15169	reviewed	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Anaphylatoxin inactivator) (Arginine carboxypeptidase) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit) (Kininase-1) (Lysine carboxypeptidase) (Plasma carboxypeptidase B) (Serum carboxypeptidase N) (SCPN)	CPN1 ACBP	CPN1	ACBP	Homo sapiens (Human)	9606	458
Q99829	reviewed	Copine-1 (Chromobindin 17) (Copine I)	CPNE1 CPN1	CPNE1	CPN1	Homo sapiens (Human)	9606	537
P36551	reviewed	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial (COX) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3)	CPOX CPO CPX	CPOX	CPO CPX	Homo sapiens (Human)	9606	454
Q8TCG5	reviewed	Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)	CPT1C CATL1	CPT1C	CATL1	Homo sapiens (Human)	9606	803
Q92793	reviewed	CREB-binding protein (EC 2.3.1.48)	CREBBP CBP	CREBBP	CBP	Homo sapiens (Human)	9606	2442
Q14894	reviewed	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM THBP	CRYM	THBP	Homo sapiens (Human)	9606	314
P48730	reviewed	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	CSNK1D HCKID	CSNK1D	HCKID	Homo sapiens (Human)	9606	415
P68400	reviewed	Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1)	CSNK2A1 CK2A1	CSNK2A1	CK2A1	Homo sapiens (Human)	9606	391
P04080	reviewed	Cystatin-B (CPI-B) (Liver thiol proteinase inhibitor) (Stefin-B)	CSTB CST6 STFB	CSTB	CST6 STFB	Homo sapiens (Human)	9606	98
Q9Y5B0	reviewed	RNA polymerase II subunit A C-terminal domain phosphatase (EC 3.1.3.16) (TFIIF-associating CTD phosphatase)	CTDP1 FCP1	CTDP1	FCP1	Homo sapiens (Human)	9606	961
P32929	reviewed	Cystathionine gamma-lyase (EC 4.4.1.1) (Cysteine-protein sulfhydrase) (Gamma-cystathionase)	CTH	CTH		Homo sapiens (Human)	9606	405
Q96IQ7	reviewed	V-set and immunoglobulin domain-containing protein 2 (Cortical thymocyte-like protein) (CT-like protein)	VSIG2 CTH CTXL UNQ2770/PRO7154	VSIG2	CTH CTXL	Homo sapiens (Human)	9606	327
O60931	reviewed	Cystinosin	CTNS	CTNS		Homo sapiens (Human)	9606	367
P17812	reviewed	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	CTPS1 CTPS	CTPS1	CTPS	Homo sapiens (Human)	9606	591
Q99895	reviewed	Chymotrypsin-C (EC 3.4.21.2) (Caldecrin)	CTRC CLCR	CTRC	CLCR	Homo sapiens (Human)	9606	268
P10619	reviewed	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	CTSA	PPGB	Homo sapiens (Human)	9606	480
P53634	reviewed	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	CTSC CPPI	CTSC	CPPI	Homo sapiens (Human)	9606	463
P07339	reviewed	Cathepsin D (EC 3.4.23.5) [Cleaved into: Cathepsin D light chain; Cathepsin D heavy chain]	CTSD CPSD	CTSD	CPSD	Homo sapiens (Human)	9606	412
Q9UBX1	reviewed	Cathepsin F (CATSF) (EC 3.4.22.41)	CTSF	CTSF		Homo sapiens (Human)	9606	484
P43235	reviewed	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	CTSK CTSO CTSO2	CTSK	CTSO CTSO2	Homo sapiens (Human)	9606	329
P49238	reviewed	CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28)	CX3CR1 CMKBRL1 GPR13	CX3CR1	CMKBRL1 GPR13	Homo sapiens (Human)	9606	355
P00387	reviewed	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]	CYB5R3 DIA1	CYB5R3	DIA1	Homo sapiens (Human)	9606	301
P13498	reviewed	Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox) (p22phox)	CYBA	CYBA		Homo sapiens (Human)	9606	195
P04839	reviewed	Cytochrome b-245 heavy chain (EC 1.-.-.-) (CGD91-phox) (Cytochrome b(558) subunit beta) (Cytochrome b558 subunit beta) (Heme-binding membrane glycoprotein gp91phox) (NADPH oxidase 2) (Neutrophil cytochrome b 91 kDa polypeptide) (Superoxide-generating NADPH oxidase heavy chain subunit) (gp91-1) (gp91-phox) (p22 phagocyte B-cytochrome)	CYBB NOX2	CYBB	NOX2	Homo sapiens (Human)	9606	570
Q9NQC7	reviewed	Ubiquitin carboxyl-terminal hydrolase CYLD (EC 3.4.19.12) (Deubiquitinating enzyme CYLD) (Ubiquitin thioesterase CYLD) (Ubiquitin-specific-processing protease CYLD)	CYLD CYLD1 KIAA0849 HSPC057	CYLD	CYLD1 KIAA0849	Homo sapiens (Human)	9606	956
P19099	reviewed	Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (EC 1.14.15.4) (EC 1.14.15.5) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 18-hydroxylase)	CYP11B2	CYP11B2		Homo sapiens (Human)	9606	503
Q16678	reviewed	Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1)	CYP1B1	CYP1B1		Homo sapiens (Human)	9606	543
P08686	reviewed	Steroid 21-hydroxylase (EC 1.14.14.16) (21-OHase) (Cytochrome P-450c21) (Cytochrome P450 21) (Cytochrome P450 XXI) (Cytochrome P450-C21) (Cytochrome P450-C21B)	CYP21A2 CYP21 CYP21B	CYP21A2	CYP21 CYP21B	Homo sapiens (Human)	9606	494
Q07973	reviewed	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.15.16) (Cytochrome P450 24A1) (Cytochrome P450-CC24)	CYP24A1 CYP24	CYP24A1	CYP24	Homo sapiens (Human)	9606	514
Q02318	reviewed	Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)	CYP27A1 CYP27	CYP27A1	CYP27	Homo sapiens (Human)	9606	531
O15528	reviewed	25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.15.18) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)	CYP27B1 CYP1ALPHA CYP27B	CYP27B1	CYP1ALPHA CYP27B	Homo sapiens (Human)	9606	508
Q6VVX0	reviewed	Vitamin D 25-hydroxylase (EC 1.14.14.24) (Cytochrome P450 2R1)	CYP2R1	CYP2R1		Homo sapiens (Human)	9606	501
Q7Z449	reviewed	Cytochrome P450 2U1 (EC 1.14.14.1)	CYP2U1	CYP2U1		Homo sapiens (Human)	9606	544
P78329	reviewed	Phylloquinone omega-hydroxylase CYP4F2 (EC 1.14.14.78) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (EC 1.14.14.-) (Arachidonic acid omega-hydroxylase) (CYPIVF2) (Cytochrome P450 4F2) (Cytochrome P450-LTB-omega) (Leukotriene-B(4) 20-monooxygenase 1) (Leukotriene-B(4) omega-hydroxylase 1) (EC 1.14.14.94)	CYP4F2	CYP4F2		Homo sapiens (Human)	9606	520
Q6ZWL3	reviewed	Cytochrome P450 4V2 (EC 1.14.14.-) (Docosahexaenoic acid omega-hydroxylase CYP4V2) (EC 1.14.14.79)	CYP4V2	CYP4V2		Homo sapiens (Human)	9606	525
O75881	reviewed	25-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.29) (Cytochrome P450 7B1) (Oxysterol 7-alpha-hydroxylase)	CYP7B1	CYP7B1		Homo sapiens (Human)	9606	506
P14868	reviewed	Aspartate--tRNA ligase, cytoplasmic (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS) (Cell proliferation-inducing gene 40 protein)	DARS PIG40	DARS		Homo sapiens (Human)	9606	501
Q6PI48	reviewed	Aspartate--tRNA ligase, mitochondrial (EC 6.1.1.12) (Aspartyl-tRNA synthetase) (AspRS)	DARS2	DARS2		Homo sapiens (Human)	9606	645
P11182	reviewed	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial (EC 2.3.1.168) (52 kDa mitochondrial autoantigen of primary biliary cirrhosis) (Branched chain 2-oxo-acid dehydrogenase complex component E2) (BCOADC-E2) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase)	DBT BCATE2	DBT	BCATE2	Homo sapiens (Human)	9606	482
Q96C86	reviewed	m7GpppX diphosphatase (EC 3.6.1.59) (DCS-1) (Decapping scavenger enzyme) (Hint-related 7meGMP-directed hydrolase) (Histidine triad nucleotide-binding protein 5) (Histidine triad protein member 5) (HINT-5) (Scavenger mRNA-decapping enzyme DcpS)	DCPS DCS1 HINT5 HSPC015	DCPS	DCS1 HINT5	Homo sapiens (Human)	9606	337
Q7Z4W1	reviewed	L-xylulose reductase (XR) (EC 1.1.1.10) (Carbonyl reductase II) (Dicarbonyl/L-xylulose reductase) (Kidney dicarbonyl reductase) (kiDCR) (Short chain dehydrogenase/reductase family 20C member 1) (Sperm surface protein P34H)	DCXR SDR20C1	DCXR	SDR20C1	Homo sapiens (Human)	9606	244
Q96FC9	reviewed	ATP-dependent DNA helicase DDX11 (EC 3.6.4.12) (CHL1-related protein 1) (hCHLR1) (DEAD/H-box protein 11) (Keratinocyte growth factor-regulated gene 2 protein) (KRG-2)	DDX11 CHL1 CHLR1 KRG2	DDX11	CHL1 CHLR1 KRG2	Homo sapiens (Human)	9606	970
O00571	reviewed	ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)	DDX3X DBX DDX3	DDX3X	DBX DDX3	Homo sapiens (Human)	9606	662
O15523	reviewed	ATP-dependent RNA helicase DDX3Y (EC 3.6.4.13) (DEAD box protein 3, Y-chromosomal)	DDX3Y DBY	DDX3Y	DBY	Homo sapiens (Human)	9606	660
Q9UJV9	reviewed	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41) (DEAD box protein abstrakt homolog)	DDX41 ABS	DDX41	ABS	Homo sapiens (Human)	9606	622
O95786	reviewed	Probable ATP-dependent RNA helicase DDX58 (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)	DDX58	DDX58		Homo sapiens (Human)	9606	925
Q5T1V6	reviewed	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	DDX59 ZNHIT5	DDX59	ZNHIT5	Homo sapiens (Human)	9606	619
P26196	reviewed	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK)	DDX6 HLR2 RCK	DDX6	HLR2 RCK	Homo sapiens (Human)	9606	483
Q16698	reviewed	2,4-dienoyl-CoA reductase, mitochondrial (EC 1.3.1.34) (2,4-dienoyl-CoA reductase [NADPH]) (4-enoyl-CoA reductase [NADPH]) (Short chain dehydrogenase/reductase family 18C member 1)	DECR1 DECR SDR18C1	DECR1	DECR SDR18C1	Homo sapiens (Human)	9606	335
O60443	reviewed	Gasdermin-E (Inversely correlated with estrogen receptor expression 1) (ICERE-1) (Non-syndromic hearing impairment protein 5) [Cleaved into: Gasdermin-E, N-terminal (GSDME-NT); Gasdermin-E, C-terminal (GSDME-CT)]	GSDME DFNA5 ICERE1	GSDME	DFNA5 ICERE1	Homo sapiens (Human)	9606	496
Q0ZLH3	reviewed	Pejvakin (Autosomal recessive deafness type 59 protein)	PJVK DFNB59	PJVK	DFNB59	Homo sapiens (Human)	9606	352
O75907	reviewed	Diacylglycerol O-acyltransferase 1 (EC 2.3.1.20) (ACAT-related gene product 1) (Acyl-CoA retinol O-fatty-acyltransferase) (ARAT) (Retinol O-fatty-acyltransferase) (EC 2.3.1.76) (Diglyceride acyltransferase)	DGAT1 AGRP1 DGAT	DGAT1	AGRP1 DGAT	Homo sapiens (Human)	9606	488
P52429	reviewed	Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon)	DGKE DAGK5	DGKE	DAGK5	Homo sapiens (Human)	9606	567
Q16854	reviewed	Deoxyguanosine kinase, mitochondrial (dGK) (EC 2.7.1.113)	DGUOK DGK	DGUOK	DGK	Homo sapiens (Human)	9606	277
Q15392	reviewed	Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1)	DHCR24 KIAA0018	DHCR24	KIAA0018	Homo sapiens (Human)	9606	516
Q9UBM7	reviewed	7-dehydrocholesterol reductase (7-DHC reductase) (EC 1.3.1.21) (Putative sterol reductase SR-2) (Sterol Delta(7)-reductase)	DHCR7 D7SR	DHCR7	D7SR	Homo sapiens (Human)	9606	475
Q86SQ9	reviewed	Dehydrodolichyl diphosphate synthase complex subunit DHDDS (EC 2.5.1.87) (Cis-isoprenyltransferase) (CIT) (Cis-IPTase) (Cis-prenyltransferase subunit hCIT) (Epididymis tissue protein Li 189m)	DHDDS HDS	DHDDS	HDS	Homo sapiens (Human)	9606	333
Q96HY7	reviewed	Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial (EC 1.2.4.2) (Dehydrogenase E1 and transketolase domain-containing protein 1)	DHTKD1 KIAA1630	DHTKD1	KIAA1630	Homo sapiens (Human)	9606	919
Q9UPY3	reviewed	Endoribonuclease Dicer (EC 3.1.26.3) (Helicase with RNase motif) (Helicase MOI)	DICER1 DICER HERNA KIAA0928	DICER1	DICER HERNA KIAA0928	Homo sapiens (Human)	9606	1922
Q96SL1	reviewed	Solute carrier family 49 member 4 (Disrupted in renal cancer protein 2) (Disrupted in renal carcinoma protein 2)	SLC49A4 DIRC2	SLC49A4	DIRC2	Homo sapiens (Human)	9606	478
P10515	reviewed	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	DLAT DLTA	DLAT	DLTA	Homo sapiens (Human)	9606	647
P09622	reviewed	Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)	DLD GCSL LAD PHE3	DLD	GCSL LAD PHE3	Homo sapiens (Human)	9606	509
P11532	reviewed	Dystrophin	DMD	DMD		Homo sapiens (Human)	9606	3685
Q9UI17	reviewed	Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)	DMGDH	DMGDH		Homo sapiens (Human)	9606	866
Q09013	reviewed	Myotonin-protein kinase (MT-PK) (EC 2.7.11.1) (DM-kinase) (DMK) (DM1 protein kinase) (DMPK) (Myotonic dystrophy protein kinase)	DMPK DM1PK MDPK	DMPK	DM1PK MDPK	Homo sapiens (Human)	9606	629
P51530	reviewed	DNA replication ATP-dependent helicase/nuclease DNA2 (hDNA2) (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]	DNA2 DNA2L KIAA0083	DNA2	DNA2L KIAA0083	Homo sapiens (Human)	9606	1060
O75061	reviewed	Putative tyrosine-protein phosphatase auxilin (EC 3.1.3.48) (DnaJ homolog subfamily C member 6)	DNAJC6 KIAA0473	DNAJC6	KIAA0473	Homo sapiens (Human)	9606	913
P24855	reviewed	Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I) (Dornase alfa)	DNASE1 DNL1 DRNI	DNASE1	DNL1 DRNI	Homo sapiens (Human)	9606	282
Q05193	reviewed	Dynamin-1 (EC 3.6.5.5)	DNM1 DNM	DNM1	DNM	Homo sapiens (Human)	9606	864
O00429	reviewed	Dynamin-1-like protein (EC 3.6.5.5) (Dnm1p/Vps1p-like protein) (DVLP) (Dynamin family member proline-rich carboxyl-terminal domain less) (Dymple) (Dynamin-like protein) (Dynamin-like protein 4) (Dynamin-like protein IV) (HdynIV) (Dynamin-related protein 1)	DNM1L DLP1 DRP1	DNM1L	DLP1 DRP1	Homo sapiens (Human)	9606	736
P50570	reviewed	Dynamin-2 (EC 3.6.5.5)	DNM2 DYN2	DNM2	DYN2	Homo sapiens (Human)	9606	870
Q9Y6K1	reviewed	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A	DNMT3A		Homo sapiens (Human)	9606	912
Q9UBC3	reviewed	DNA (cytosine-5)-methyltransferase 3B (Dnmt3b) (EC 2.1.1.37) (DNA methyltransferase HsaIIIB) (DNA MTase HsaIIIB) (M.HsaIIIB)	DNMT3B	DNMT3B		Homo sapiens (Human)	9606	853
Q9UPQ8	reviewed	Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)	DOLK KIAA1094 TMEM15 UNQ2422/PRO4980	DOLK	KIAA1094 TMEM15	Homo sapiens (Human)	9606	538
Q9H3H5	reviewed	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15) (GlcNAc-1-P transferase) (G1PT) (GPT) (N-acetylglucosamine-1-phosphate transferase)	DPAGT1 DPAGT2	DPAGT1	DPAGT2	Homo sapiens (Human)	9606	408
Q9BZG8	reviewed	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (Ovarian cancer-associated gene 1 protein) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	DPH1 DPH2L DPH2L1 OVCA1	DPH1	DPH2L DPH2L1 OVCA1	Homo sapiens (Human)	9606	443
