Index	GeneSym	GeneID/GeneID
4110	DHH	50846
4111	KCNQ4	9132
4112	NTNG2	84628
4113	EVA1C	59271
4114	TRIM47	91107
4115	GABBR2	9568
4116	GLIS1	148979
4117	RTN4R	65078
4118	KCNQ1	3784
4119	RPH3AL	9501
4120	BNC1	646
4121	VOPP1	81552
4122	WNT9A	7483
4123	DLK1	8788
4124	GATA2	2624
4125	DUSP2	1844
4126	GPR26	2849
4127	SGCB	6443
4128	LRRC8C	84230
4129	ADRA2C	152
4130	CD83	9308
4131	FHDC1	85462
4132	KLRG2	346689
4133	GFRA4	64096
4134	NPAS1	4861
4135	ARSB	411
4136	BICC1	80114
4137	KL	9365
4138	SIAH2	6478
4139	FERMT1	55612
4140	KCNK15	60598
4141	LAD1	3898
4142	LTBP2	4053
4143	RTN4RL1	146760
4144	PFDN4	5203
4145	RASSF10	644943
4146	OCLN	100506658
4147	PPM1L	151742
4148	ARSI	340075
4149	TRIM9	114088
4150	NPY	4852
4151	STK32A	202374
4152	BACE2	25825
4153	EGFLAM	133584
4154	COCH	1690
4155	GDF10	2662
4156	PTH1R	5745
4157	BCORL1	63035
4158	CITED1	4435
4159	NETO1	81832
4160	CACNB3	784
4161	TPM2	7169
4162	CLIC6	54102
4163	NECAB2	54550
4164	CHRDL2	25884
4165	SP5	389058
4166	OXTR	5021
4167	PRR18	285800
4168	CHRNA5	1138
4169	HSPA2	3306
4170	MESP1	55897
4171	ATP1A3	478
4172	PRKCDBP	112464
4173	GAS6	2621
4174	GPC1	2817
4175	FZD3	7976
4176	OLFM2	93145
4177	ADAMTS1	9510
4178	TIGD5	84948
4179	CNTNAP1	8506
4180	PLEKHH3	79990
4181	NAT8L	339983
4182	TNXB	7148
4183	BCL11B	64919
4184	CECR6	27439
4185	FFAR4	338557
4186	CNPPD1	27013
4187	GP5	2814
4188	C1orf115	79762
4189	NPHS2	7827
4190	FAM78A	286336
4191	RASL10A	10633
4192	GP1BB	2812
4193	CDKN2A	1029
4194	TBR1	10716
4195	BAI2	576
4196	INSL3	3640
4197	PHOX2A	401
4198	TULP1	7287
4199	KCNK6	9424
4200	LRG1	116844
4201	WNT10B	7480
4202	ADRB1	153
4203	AMER2	219287
4204	PLEKHO1	51177
4205	RPS6KA4	8986
4206	KCTD12	115207
4207	LYSMD2	256586
4208	B3GNT6	192134
4209	KLHDC8A	55220
4210	BMP1	649
4211	LPAR3	23566
4212	APLN	8862
4213	SNPH	9751
4214	KCNS1	3787
4215	SMAD9	4093
4216	ADM	133
4217	FOSL2	2355
4218	JUN	3725
4219	IER5	51278
4220	LFNG	3955
4221	CACNB2	783
4222	SPRY1	10252
4223	EFNB2	1948
4224	FRAT1	10023
4225	RGS10	6001
4226	GBF1	8729
4227	RGMB	285704
4228	ZNF436	80818
4229	PDE4DIP	9659
4230	PHF13	148479
4231	BAIAP2L1	55971
4232	POU2F3	25833
4233	DRAM1	55332
4234	ISLR2	57611
4235	CHSY1	22856
4236	ITPKB	3707
4237	CPEB2	132864
4238	LPGAT1	9926
4239	ICMT	23463
4240	MAP6	4135
4241	ESRP2	80004
4242	PHLDA2	7262
4243	GPRC5C	55890
4244	SLC30A2	7780
4245	DFNB31	25861
4246	GALNT9	50614
4247	SYT2	127833
4248	TSC22D3	1831
4249	KIAA1522	57648
4250	SCTR	6344
4251	NAV1	89796
4252	SIRPA	140885
4253	NR4A3	8013
4254	TIMP2	7077
4255	TTC7A	57217
4256	IFFO2	126917
4257	PDLIM4	8572
4258	RHOQ	23433
4259	LMO4	8543
4260	MPP2	4355
4261	ADAMTS5	11096
4262	MAB21L2	10586
4263	LRRC4	64101
4264	LRRN1	57633
4265	SEMA6D	80031
4266	MRC2	9902
4267	PTX3	5806
4268	NTF3	4908
4269	TIAM2	26230
4270	CXCL12	6387
4271	LEPREL1	55214
4272	E2F6	1876
4273	ATP2B3	492
4274	PCDH11X	27328
4275	WNT9B	7484
4276	5-Sep	5413
4277	HS3ST5	222537
4278	MC4R	4160
4279	FAM110C	642273
4280	CALCR	799
4281	PRR15	222171
4282	NRK	203447
4283	RSPO2	340419
4284	TMEM108	66000
4285	LPL	4023
4286	TMEM215	401498
4287	SERTM1	400120
4288	UGT1A1	54658
4289	ARHGAP31	57514
4290	HES5	388585
4291	VSX1	30813
4292	CXCL14	9547
4293	FAM171B	165215
4294	DOC2B	8447
4295	EPHX3	79852
4296	PIANP	196500
4297	ADAMTS7	11173
4298	FAM69C	125704
4299	SCUBE2	57758
4300	LOXL1	4016
4301	DAAM2	23500
4302	REM1	28954
4303	CNTFR	1271
4304	THPO	7066
4305	PENK	5179
4306	SLITRK3	22865
4307	MARVELD3	91862
4308	RASD1	51655
4309	CALHM1	255022
4310	CPED1	79974
4311	GRAMD1B	57476
4312	CD244	51744
4313	ITLN1	55600
4314	PKDCC	91461
4315	ZNRF4	148066
4316	EGLN1	54583
4317	KCNG3	170850
4318	RIPK4	54101
4319	LAMA5	3911
4320	S1PR5	53637
4321	TNFSF9	8744
4322	ATP11A	23250
4323	ELAVL3	1995
4324	DPYSL5	56896
4325	PRKAR1B	5575
4326	PGBD5	79605
4327	DNAI1	27019
4328	IRAK3	11213
4329	GAREM	64762
4330	MAPT	4137
4331	GPR157	80045
4332	GPSM2	29899
4333	COL13A1	1305
4334	TTBK1	84630
4335	DENND5B	160518
4336	ITGB4	3691
4337	DNAJA4	55466
4338	MYO5B	4645
4339	PTPRS	5802
4340	PPARA	5465
4341	TDRD1	56165
4342	ADAMTS18	170692
4343	CACNA2D1	781
4344	LAMA2	3908
4345	PDZRN3	23024
4346	COBLL1	22837
4347	SLC2A13	114134
4348	SLC41A2	84102
4349	EYA1	2138
4350	RORB	6096
4351	ALCAM	214
4352	TSC22D2	9819
4353	MAF	4094
4354	MECOM	2122
4355	EPHA3	2042
4356	SEMA3A	10371
4357	KITLG	4254
4358	VCAN	1462
4359	CADM1	23705
4360	CDH6	1004
4361	FGF10	2255
4362	PTH2R	5746
4363	SEMA3D	223117
4364	RAB3IP	117177
4365	SLITRK5	26050
4366	CCDC85A	114800
4367	SFMBT2	57713
4368	LRRTM3	347731
4369	NEUROD1	4760
4370	NDUFB4	4710
4371	AMIGO2	347902
4372	CAPN2	824
4373	TTC39C	125488
4374	DKK1	22943
4375	STC2	8614
4376	PERP	64065
4377	SLC27A2	11001
4378	SOCS2	8835
4379	DACT2	168002
4380	PRKAA2	5563
4381	FAAH	2166
4382	RUSC2	9853
4383	MSI1	4440
4384	DNAH14	127602
4385	DZIP1	22873
4386	ETV4	2118
4387	H2AFY2	55506
4388	MRAS	22808
4389	ADAMTS15	170689
4390	ALDH1A3	220
4391	PCDH18	54510
4392	POU3F4	5456
4393	AREG	374
4394	OBSL1	23363
4395	RNF150	57484
4396	SYT12	91683
4397	VIPR1	7433
4398	ADCYAP1R1	117
4399	KIF1A	547
4400	C1QL1	10882
4401	DUSP15	128853
4402	GPR88	54112
4403	HEYL	26508
4404	LGI3	203190
4405	MAMLD1	10046
4406	SFTPC	6440
4407	PODN	127435
4408	HR	55806
4409	RBPJL	11317
4410	GPR156	165829
4411	GPR83	10888
4412	MATN4	8785
4413	SOWAHD	347454
4414	GJA3	2700
4415	MAL	4118
4416	GREB1L	80000
4417	ARID3C	138715
4418	EMID1	129080
4419	TMEM151A	256472
4420	ERBB2IP	55914
4421	ZNF800	168850
4422	PABPC4	8761
4423	SHISA2	387914
4424	RTN1	6252
4425	C14orf39	317761
4426	UBE2J1	51465
4427	ALX1	8092
4428	COL14A1	7373
4429	ITGA1	3672
4430	P4HA2	8974
4431	SLC7A2	6542
4432	ARFGEF1	10565
4433	CAV2	858
4434	COL15A1	1306
4435	FLT4	2324
4436	HMGN3	9324
4437	NKD2	85409
4438	CASP7	840
4439	NRAP	4892
4440	ACAN	176
4441	STOX1	219736
4442	SUSD5	26032
4443	BNC2	54796
4444	COL9A3	1299
4445	TMEM181	57583
4446	GXYLT2	727936
4447	ISM1	140862
4448	FAM159A	348378
4449	RLN3	117579
4450	SHC2	25759
4451	ATP8B1	5205
4452	NGEF	25791
4453	DMGDH	29958
4454	RBP4	5950
4455	MORC4	79710
4456	FBLN7	129804
4457	GATM	2628
4458	DCBLD1	285761
4459	KIAA1147	57189
4460	EDARADD	128178
4461	EMP2	2013
4462	FBP1	2203
4463	EPB41L4B	54566
4464	GNAO1	2775
4465	SLC25A21	89874
4466	FAM114A1	92689
4467	SMOC1	64093
4468	METTL24	728464
4469	TACR1	6869
4470	SLC13A3	64849
4471	CNNM4	26504
4472	PLD5	200150
4473	THBS4	7060
4474	PKIB	5570
4475	PRKD1	5587
4476	BAMBI	25805
4477	WIF1	11197
4478	EIF4G3	8672
4479	TNFSF11	8600
4480	MYCL	4610
4481	PDGFRA	5156
4482	MMP7	4316
4483	NCOA1	8648
4484	PTN	5764
4485	CPE	1363
4486	FAM98A	25940
4487	USP29	57663
4488	ESRP1	54845
4489	MMP16	4325
4490	GDPD1	284161
4491	RNF219	79596
4492	FAM131B	9715
4493	KCNJ2	3759
4494	MARCKS	4082
4495	RIPK2	8767
4496	ATP1B2	482
4497	TRIM36	55521
4498	GNG10	2790
4499	PRRX2	51450
4500	HDAC7	51564
4501	MOCOS	55034
4502	PLCL2	23228
4503	TEC	7006
4504	CALY	50632
4505	FAM131A	131408
4506	GALR2	8811
4507	CELF6	60677
4508	IL13	3596
4509	DOK1	1796
4510	LOXL3	84695
4511	GIPC3	126326
4512	RAB15	376267
4513	PARD6G	84552
4514	KCNJ8	3764
4515	CDPF1	150383
4516	SSTR2	6752
4517	POU4F1	5457
4518	DLX6	1750
4519	PDE1B	5153
4520	DONSON	29980
4521	KDELR3	11015
4522	LARP6	55323
4523	RBM24	221662
4524	FBXO32	114907
4525	PCDHGA1	56114
4526	PCDHGA6	56109
4527	PCDHGA7	56108
4528	PCDHGA10	56106
4529	PCDHGA11	56105
4530	PCDHGB7	56099
4531	PCDHGA8	9708
4532	PCDHGB6	56100
4533	PCDHGA9	56107
4534	PCDHGB5	56101
4535	PCDHGA12	26025
4536	PCDHGB3	56102
4537	PCDHGA2	56113
4538	PCDHGA3	56112
4539	PCDHGA4	56111
4540	PCDHGB2	56103
4541	PCDHGB1	56104
4542	PCDHGA5	56110
4543	PCDHGB4	8641
4544	PCDHGC3	5098
4545	PCDHGC4	56098
4546	PCDHGC5	56097
4547	PEG10	23089
4548	SGCE	8910
4549	NPB	256933
4550	PLA2G2D	26279
4551	AFF2	2334
4552	RIMS1	22999
4553	LRRC3B	116135
4554	ZCCHC16	340595
4555	CLIP4	79745
4556	KIAA1024	23251
4557	FAXC	84553
4558	PRR16	51334
4559	PCDH19	57526
4560	SCARA3	51435
4561	FZD9	8326
4562	NPBWR1	2831
4563	TRPA1	8989
4564	TSPAN18	90139
4565	FGF13	2258
4566	GPR101	83550
4567	GPM6B	2824
4568	KCNK10	54207
4569	KIAA1239	57495
4570	PNMA2	10687
4571	SLC6A2	6530
4572	DLEU7	220107
4573	PCDH17	27253
4574	ZNF423	23090
4575	IL1RAPL2	26280
4576	SLC9A7	84679
4577	GABRG3	2567
4578	TRPC5	7224
4579	SYT16	83851
4580	GOLGA8A	23015
4581	NPPC	4880
4582	KCNE1L	23630
4583	NT5C1A	84618
4584	BSX	390259
4585	KIAA1045	23349
4586	CPM	1368
4587	KLHL29	114818
4588	SOD3	6649
4589	EDN2	1907
4590	SPATA18	132671
4591	CD70	970
4592	OXT	5020
4593	DGCR14	8220
4594	NEFH	4744
4595	DRD2	1813
4596	LINGO2	158038
4597	MPPED1	758
4598	SLC6A11	6538
4599	SYNDIG1L	646658
4600	SUSD4	55061
4601	FEZF1	389549
4602	KRTAP17-1	83902
4603	PTCHD3	374308
4604	MMP12	4321
4605	RNF217	154214
4606	TRIM67	440730
4607	APBA1	320
4608	GRIN2B	2904
4609	UBD	10537
4610	UTS2R	2837
4611	FAM217B	63939
4612	PPP1R3D	5509
4613	PDLIM2	64236
4614	INHBA	3624
4615	PLK2	10769
4616	KIAA1598	57698
4617	CCDC69	26112
4618	RCAN2	10231
4619	IRF8	3394
4620	LY6H	4062
4621	PTPN5	84867
4622	SLC1A6	6511
4623	MICALL2	79778
4624	PODNL1	79883
4625	RASSF2	9770
4626	PLA2G16	11145
4627	OSMR	9180
4628	WNT2	7472
4629	SPTSSB	165679
4630	ABCC8	6833
4631	KCNJ11	3767
4632	CD248	57124
4633	ZNF521	25925
4634	ABHD6	57406
4635	NAB1	4664
4636	CYS1	192668
4637	KCNK3	3777
4638	CD302	9936
4639	ZNF362	149076
4640	UPB1	51733
4641	GKAP1	80318
4642	TDRD5	163589
4643	ERBB2	2064
4644	RTKN	6242
4645	FAM212B	55924
4646	TGFBI	7045
4647	FBXO17	115290
4648	GNG4	2786
4649	PLXND1	23129
4650	LZTS3	9762
4651	ME1	4199
4652	ACHE	43
4653	CCRL2	9034
4654	ST3GAL6	10402
4655	TMOD1	7111
4656	ACSS1	84532
4657	USP25	29761
4658	AKT1	207
4659	DUSP8	1850
4660	FGD5	152273
4661	RSPO4	343637
4662	RXRG	6258
4663	FADS3	3995
4664	RCSD1	92241
4665	SPNS2	124976
4666	IL6R	3570
4667	SOCS1	8651
4668	JDP2	122953
4669	TMEM229B	161145
4670	ATP6V1C2	245973
4671	CCDC3	83643
4672	ESYT3	83850
4673	SLC10A4	201780
4674	B4GALT4	8702
4675	ZSWIM5	57643
4676	DOCK3	1795
4677	TMEM158	25907
4678	ZNF354B	117608
4679	BATF3	55509
4680	CAMKK1	84254
4681	CNGB3	54714
4682	MOXD1	26002
4683	DOK7	285489
4684	KCNG4	93107
4685	STK32C	282974
4686	CPD	1362
4687	SRF	6722
4688	EGR2	1959
4689	STAT5B	6777
4690	GCH1	2643
4691	SLC8A3	6547
4692	IGFBP6	3489
4693	DNM1	1759
4694	FGFR4	2264
4695	PPL	5493
4696	ALOX12	239
4697	MMP28	79148
4698	CDKL1	8814
4699	SPTB	6710
4700	HSPB3	8988
4701	CTPS1	1503
4702	PTPRB	5787
4703	MEX3B	84206
4704	MEDAG	84935
4705	PTPRE	5791
4706	PRICKLE2	166336
4707	PTPRR	5801
4708	SLC38A11	151258
4709	ASB3	51130
4710	TRPC4	7223
4711	FFAR3	2865
4712	ACADL	33
4713	SPACA1	81833
4714	FAM26F	441168
4715	ERP29	10961
4716	PAPD7	11044
4717	FGFRL1	53834
4718	RAP1GDS1	5910
4719	APBB1IP	54518
4720	LRRK2	120892
4721	MALT1	10892
4722	CASP8	841
4723	ITGA7	3679
4724	NOD1	10392
4725	PEX2	5828
4726	TNFSF13B	10673
4727	FAT4	79633
4728	PLCL1	5334
4729	RHOBTB1	9886
4730	GSDMC	56169
4731	ZNF703	80139
4732	C8orf34	116328
4733	POMGNT2	84892
4734	MTMR3	8897
4735	PRKAR2A	5576
4736	EIF4E3	317649
4737	FSD1L	83856
4738	MRS2	57380
4739	A4GALT	53947
4740	FNBP1	23048
4741	LEKR1	389170
4742	HSF2	3298
4743	LONRF2	164832
4744	LRRC36	55282
4745	SPARC	6678
4746	MCF2L	23263
4747	PDLIM3	27295
4748	ATP6V1G3	127124
4749	PVRL3	25945
4750	GOT1L1	137362
4751	ADH7	131
4752	LAMA4	3910
4753	FOLR1	2348
4754	SCGB3A1	92304
4755	MME	4311
4756	SULT1A1	6817
4757	MAP10	54627
4758	PROS1	5627
4759	TIMP4	7079
4760	ACTC1	70
4761	P4HA3	283208
4762	VRTN	55237
4763	GIP	2695
4764	LGI1	9211
4765	MMP20	9313
4766	PDYN	5173
4767	PLA2G5	5322
4768	DGKB	1607
4769	KCNMB2	10242
4770	TTN	7273
4771	AMACR	23600
4772	SLC25A20	788
4773	SPARCL1	8404
4774	ASB4	51666
4775	LIX1	167410
4776	DNAJC6	9829
4777	SLC37A1	54020
4778	DACT1	51339
4779	RHOU	58480
4780	PIPOX	51268
4781	PIRT	644139
4782	SLC46A3	283537
4783	HOPX	84525
4784	SPATA24	202051
4785	MDM1	56890
4786	TMEM51	55092
4787	SLC9A9	285195
4788	TMEM154	201799
4789	OPRD1	4985
4790	PREP	5550
4791	ABCC12	94160
4792	SNX16	64089
4793	JAKMIP1	152789
4794	CPZ	8532
4795	NDRG4	65009
4796	NODAL	4838
4797	NRSN1	140767
4798	G2E3	55632
4799	WSB2	55884
4800	WWC2	80014
4801	NEURL1	9148
4802	RNF32	140545
4803	GSTP1	2950
4804	PPP1R14A	94274
4805	IGF2BP1	10642
4806	L1TD1	54596
4807	SLC38A4	55089
4808	ARID5B	84159
4809	FOXP4	116113
4810	SLC10A7	84068
4811	TPK1	27010
4812	CGA	1081
4813	GOT2	2806
4814	GRAMD1A	57655
4815	ACCSL	390110
4816	EFHB	151651
4817	ACTRT2	140625
4818	ELAVL4	1996
4819	MTCL1	23255
4820	GABRG1	2565
4821	OR5V1	81696
4822	HNF4G	3174
4823	SCHIP1	29970
4824	ADRB3	155
4825	SRGAP3	9901
4826	MORC1	27136
4827	NR5A2	2494
4828	PARP14	54625
4829	ACVR2A	92
4830	SMAD2	4087
4831	AGK	55750
4832	POLE4	56655
4833	BCAT1	586
4834	FUT9	10690
4835	GJA1	2697
4836	PDE1A	5136
4837	RALGPS2	55103
4838	B4GALNT3	283358
4839	FAM110B	90362
4840	DENND1A	57706
4841	SLC9A8	23315
4842	GOT1	2805
4843	CLOCK	9575
4844	MPP6	51678
4845	SS18	6760
4846	GJC1	10052
4847	KCNN2	3781
4848	ACP6	51205
4849	SPATS1	221409
4850	RMND5B	64777
4851	APOA2	336
4852	TOMM40L	84134
4853	APOC1	341
4854	C2orf88	84281
4855	DUSP27	92235
4856	MYBPH	4608
4857	RTP4	64108
4858	APOBEC1	339
4859	GDF3	9573
4860	BCL2A1	597
4861	IFITM5	387733
4862	TMEM253	643382
4863	EXOC3L1	283849
4864	REST	5978
4865	TUBB3	10381
4866	ZNF616	90317
4867	CFP	5199
4868	GCK	2645
4869	EVC2	132884
4870	ADIPOR2	79602
4871	CCDC37	348807
4872	C22orf15	150248
4873	SLC7A3	84889
4874	ERAS	3266
4875	FUNDC1	139341
4876	STMN2	11075
4877	ATCAY	85300
4878	SLC17A9	63910
4879	HSD17B14	51171
4880	PP2D1	151649
4881	C20orf195	79025
4882	CHCHD10	400916
4883	CYB5R1	51706
4884	NOTCH4	4855
4885	CHCHD7	79145
4886	FGF4	2249
4887	GPA33	10223
4888	MOG	4340
4889	AEBP2	121536
4890	TCEA3	6920
4891	TRH	7200
4892	HPS3	84343
4893	AGTRAP	57085
4894	SMS	6611
4895	BRWD1	54014
4896	LDHB	3945
4897	TMEM8A	58986
4898	FBXO15	201456
4899	ZFP57	346171
4900	IGFBP2	3485
4901	XRN2	22803
4902	IFITM2	10581
4903	ZNF205	7755
4904	ZSCAN10	84891
4905	MYBL2	4605
4906	RIF1	55183
4907	PHC1	1911
4908	SOX2	6657
4909	SLC2A3	6515
4910	IFITM1	8519
4911	IFITM3	10410
4912	SPP1	6696
4913	CD38	952
4914	SLC15A1	6564
4915	THBS2	7058
4916	GPR1	2825
4917	PDGFC	56034
4918	OTX2	5015
4919	ULK1	8408
4920	ALPL	249
4921	PURA	5813
4922	MLLT6	4302
4923	MYCN	4613
4924	ENPP3	5169
4925	NXPH3	11248
4926	C17orf67	339210
4927	DPPA3	359787
4928	NANOG	79923
4929	MOBP	4336
4930	SPIC	121599
4931	EPHX2	2053
4932	NR0B1	190
4933	SLC5A11	115584
4934	MGAT3	4248
4935	TEX264	51368
4936	TDH	157739
4937	C9orf152	401546
4938	WNT8A	7478
4939	FGFBP1	9982
4940	ANKRD6	22881
4941	CBX7	23492
4942	GJB3	2707
4943	POU5F1	5460
4944	LRRC2	79442
4945	TDGF1	6997
4946	ATP10D	57205
4947	DDX58	23586
4948	STK38	11329
4949	HSD17B11	51170
4950	LY75	4065
4951	C1orf106	55765
4952	FBXO27	126433
4953	HCK	3055
4954	NKAIN4	128414
4955	C15orf41	84529
4956	DPPA5	340168
4957	ENOPH1	58478
4958	HEXB	3074
4959	PLA2G10	8399
4960	C7orf60	154743
4961	PKD2	5311
4962	B4GALT6	9331
4963	C16orf45	89927
4964	ZFP42	132625
4965	C17orf53	78995
4966	EMB	133418
4967	PDPN	10630
4968	UBA3	9039
4969	DGKE	8526
4970	FAM13C	220965
4971	TMEFF1	8577
4972	ARSA	410
4973	CPSF4L	642843
4974	SYNCRIP	10492
4975	FGR	2268
4976	IQCK	124152
4977	DRAM2	128338
4978	PLSCR1	5359
4979	CCDC38	120935
4980	SLC6A7	6534
4981	RERG	85004
4982	USP44	84101
4983	CAPNS1	826
4984	TBL1X	6907
4985	TUBB2B	347733
4986	GSTA4	2941
4987	OGT	8473
4988	PLTP	5360
4989	FOXH1	8928
4990	GJB4	127534
4991	GJB5	2709
4992	NANOS3	342977
4993	PPP1R16A	84988
4994	GEMIN4	50628
4995	RLIM	51132
4996	ZNF704	619279
4997	AKTIP	64400
4998	RRN3	54700
4999	C17orf96	100170841
5000	TCL1A	8115
5001	DNMT3B	1789
5002	SMARCD1	6602
5003	AQP11	282679
5004	PDE4A	5141
5005	UHRF2	115426
5006	CAMK2B	816
5007	TAC4	255061
5008	FBXL5	26234
5009	SNRPN	6638
5010	SNURF	8926
5011	BCAT2	587
5012	CST3	1471
5013	YWHAG	7532
5014	MOV10	4343
5015	RBBP7	5931
5016	SESN2	83667
5017	ELAVL2	1993
5018	ETV5	2119
5019	GRSF1	2926
5020	LAP3	51056
5021	GNPNAT1	64841
5022	PDLIM1	9124
5023	RDX	5962
5024	STK35	140901
5025	TDRD3	81550
5026	GLUD1	2746
5027	PATL1	219988
5028	LYPLA1	10434
5029	WIPI2	26100
5030	LYRM1	57149
5031	TMEM57	55219
5032	AMT	275
5033	DIXDC1	85458
5034	IL17RD	54756
5035	CEPT1	10390
5036	CERKL	375298
5037	C9orf135	138255
5038	G6PC2	57818
5039	CASQ2	845
5040	PORCN	64840
5041	LRRIQ4	344657
5042	OR2H2	7932
5043	MBTPS2	51360
5044	TAGLN3	29114
5045	TCEAL8	90843
5046	TIMD4	91937
5047	DPPA2	151871
5048	PCSK1N	27344
5049	KRTAP13-1	140258
5050	ZFAND1	79752
5051	DPPA4	55211
5052	ZNF512	84450
5053	GALNT1	2589
5054	PPIP5K1	9677
5055	BAK1	578
5056	TAF8	129685
5057	ECHDC2	55268
5058	PTGER2	5732
5059	MTRF1L	54516
5060	LEFTY1	10637
5061	TCF15	6939
5062	CLIP3	25999
5063	KIAA0319	9856
5064	PPIC	5480
5065	DCTN2	10540
5066	KIF5A	3798
5067	TAF4	6874
5068	TFDP1	7027
5069	DBF4	10926
5070	EFNB3	1949
5071	FAM3C	10447
5072	RCOR2	283248
5073	KCTD6	200845
5074	KRTDAP	388533
5075	PRAP1	118471
5076	ARL6IP5	10550
5077	CASP3	836
5078	LMBRD2	92255
5079	FLRT3	23767
5080	RCN1	5954
5081	SARS	6301
5082	LRPAP1	4043
5083	PHTF2	57157
5084	BTF3L4	91408
5085	TXNDC12	51060
5086	CDCA3	83461
5087	USP5	8078
5088	CNGA1	1259
5089	SLC19A3	80704
5090	F13B	2165
5091	MATN3	4148
5092	PECAM1	5175
5093	SIGLEC8	27181
5094	SULF1	23213
5095	TFPI	7035
5096	CSRNP3	80034
5097	METTL15	196074
5098	UFM1	51569
5099	SEPSECS	51091
5100	HESX1	8820
5101	G0S2	50486
5102	MPND	84954
5103	STAP2	55620
5104	IDUA	3425
5105	SLC12A9	56996
5106	RPAP1	26015
5107	TTLL6	284076
5108	ARHGEF19	128272
5109	MAPK4	5596
5110	CLDN5	7122
5111	PALMD	54873
5112	KIRREL2	84063
5113	ZNF280B	140883
5114	NAPRT	93100
5115	TCF7	6932
5116	CALCOCO2	10241
5117	HECTD3	79654
5118	GABRP	2568
5119	HMP19	51617
5120	C20orf96	140680
5121	GPS1	2873
5122	RFNG	5986
5123	CDX1	1044
5124	CFC1	55997
5125	HES3	390992
5126	LHFPL5	222662
5127	LY6G6C	80740
5128	TSPAN17	26262
5129	NPHS1	4868
5130	HYAL3	8372
5131	PLK3	1263
5132	RNF182	221687
5133	ACSBG2	81616
5134	DET1	55070
5135	TM7SF3	51768
5136	PLEKHG4	25894
5137	TMEM184B	25829
5138	ADAM17	6868
5139	GPT2	84706
5140	FBF1	85302
5141	FYTTD1	84248
5142	ZNF24	7572
5143	FKBP4	2288
5144	ZFHX2	85446
5145	FTL	2512
5146	GEMIN7	79760
5147	ZNF296	162979
5148	CHAC1	79094
5149	WDR78	79819
5150	GNG13	51764
5151	PLCXD1	55344
5152	PVRL2	5819
5153	TMEM125	128218
5154	ATP5F1	515
5155	SNAPC3	6619
5156	BHLHA15	168620
5157	ENGASE	64772
5158	C21orf91	54149
5159	ELL3	80237
5160	PCGF6	84108
5161	POLE	5426
5162	RAB3D	9545
5163	C16orf92	146378
5164	OOEP	441161
5165	PRAMEF12	390999
5166	C9orf89	84270
5167	TICAM2	353376
5168	BTN2A2	10385
5169	PELO	53918
5170	CIDEA	1149
5171	TRIM31	11074
5172	GPR4	2828
5173	PRDM1	639
5174	STRA6	64220
5175	DENND2A	27147
5176	PANK3	79646
5177	MCUR1	63933
5178	ZNF706	51123
5179	WHAMM	123720
5180	FBLIM1	54751
5181	FGF17	8822
5182	RNF112	7732
5183	RHPN2	85415
5184	SLC31A2	1318
5185	ABCD4	5826
5186	FAM188A	80013
5187	EXTL2	2135
5188	SLC30A7	148867
5189	OSTF1	26578
5190	TCEA1	6917
5191	GTF2H2	2966
5192	NANP	140838
5193	NSUN3	63899
5194	RGS9	8787
5195	ABHD11	83451
5196	TOB1	10140
5197	CLDN4	1364
5198	DSE	29940
5199	EPS8	2059
5200	ARMC1	55156
5201	RPIA	22934
5202	ARHGEF18	23370
5203	DHX32	55760
5204	FCHO2	115548
5205	SESTD1	91404
5206	SYT14	255928
5207	TCF20	6942
5208	CHML	1122
5209	SLC35F2	54733
5210	DNAJC18	202052
5211	TMEM245	23731
5212	ANKRD1	27063
5213	DHRS3	9249
5214	EDN1	1906
5215	LIMA1	51474
5216	DST	667
5217	PTGFRN	5738
5218	NID2	22795
5219	SLC6A15	55117
5220	HELZ	9931
5221	FGF1	2246
5222	PDK4	5166
5223	CAST	831
5224	EMP1	2012
5225	TM4SF1	4071
5226	TNFRSF8	943
5227	ACAA1	30
5228	CUL2	8453
5229	ADAMTS6	11174
5230	ACTR3B	57180
5231	DIS3L	115752
5232	DNAJC3	5611
5233	GIMAP4	55303
5234	PNP	4860
5235	PRRG4	79056
5236	SLC25A12	8604
5237	ANXA1	301
5238	RAP2B	5912
5239	SRI	6717
5240	CCDC6	8030
5241	DENND1B	163486
5242	ZNF281	23528
5243	ALPI	248
5244	CDC14B	8555
5245	AMFR	267
5246	TBC1D24	57465
5247	ITGB3BP	23421
5248	MPP5	64398
5249	YAP1	10413
5250	AVPI1	60370
5251	CLDN6	9074
5252	JKAMP	51528
5253	L3HYPDH	112849
5254	MSANTD3	91283
5255	GLS2	27165
5256	TBC1D25	4943
5257	ZNF202	7753
5258	AOX1	316
5259	CSRP1	1465
5260	HEG1	57493
5261	SOX13	9580
5262	CRLF3	51379
5263	PIK3CB	5291
5264	PLEKHA2	59339
5265	KATNAL1	84056
5266	SNX10	29887
5267	SEMA4B	10509
5268	SPIRE2	84501
5269	CDKN1B	1027
5270	PLIN3	10226
5271	GIPC2	54810
5272	PER2	8864
5273	SEMA4G	57715
5274	SLC39A14	23516
5275	MFGE8	4240
5276	PLIN2	123
5277	MOB3C	148932
5278	PLAGL1	5325
5279	TMEM40	55287
5280	NGFRAP1	27018
5281	PLAUR	5329
5282	C17orf98	388381
5283	GSTT2	2953
5284	ZFP28	140612
5285	COL16A1	1307
5286	SELENBP1	8991
5287	ZNF7	7553
